ANALS_TRGET_YEAR,ANALS_TRGET_MT,LBRRY_NM,AREA_NM,LBRRY_CD,WKDAY_NM,LON_RATE
2021,1,방배1동 작은도서관,서울특별시,4414,화,18.095
2021,1,방배1동 작은도서관,서울특별시,4414,수,22.222
2021,1,방배1동 작은도서관,서울특별시,4414,목,10.794
2021,1,방배1동 작은도서관,서울특별시,4414,금,37.778
2021,1,방배1동 작은도서관,서울특별시,4414,토,0
2021,1,방배2동 책사랑방,서울특별시,4415,일,0
2021,1,방배2동 책사랑방,서울특별시,4415,월,28.804
2021,1,방배2동 책사랑방,서울특별시,4415,화,7.065
2021,1,방배2동 책사랑방,서울특별시,4415,수,12.228
2021,1,방배2동 책사랑방,서울특별시,4415,목,22.011
2021,1,방배2동 책사랑방,서울특별시,4415,금,29.891
2021,1,방배2동 책사랑방,서울특별시,4415,토,0
2021,1,방배도서관,서울특별시,4416,일,17.143
2021,1,방배도서관,서울특별시,4416,월,0
2021,1,방배도서관,서울특별시,4416,화,14.098
2021,1,방배도서관,서울특별시,4416,수,17.331
2021,1,방배도서관,서울특별시,4416,목,14.696
2021,1,방배도서관,서울특별시,4416,금,17.417
2021,1,방배도서관,서울특별시,4416,토,19.316
2021,1,방배4동 작은도서관,서울특별시,4417,일,0
2021,1,방배4동 작은도서관,서울특별시,4417,월,15.916
2021,1,방배4동 작은도서관,서울특별시,4417,화,12.012
2021,1,방배4동 작은도서관,서울특별시,4417,수,13.063
2021,1,방배4동 작은도서관,서울특별시,4417,목,14.565
2021,1,방배4동 작은도서관,서울특별시,4417,금,44.444
2021,1,방배4동 작은도서관,서울특별시,4417,토,0
2021,1,양재1동 작은도서관,서울특별시,4418,일,0
2021,1,양재1동 작은도서관,서울특별시,4418,월,7.971
2021,1,양재1동 작은도서관,서울특별시,4418,화,3.623
2021,1,양재1동 작은도서관,서울특별시,4418,수,15.942
2021,1,양재1동 작은도서관,서울특별시,4418,목,13.768
2021,1,양재1동 작은도서관,서울특별시,4418,금,58.696
2021,1,양재1동 작은도서관,서울특별시,4418,토,0
2021,1,양재2동 작은도서관,서울특별시,4419,일,0
2021,1,양재2동 작은도서관,서울특별시,4419,월,21.652
2021,1,양재2동 작은도서관,서울특별시,4419,화,10.826
2021,1,양재2동 작은도서관,서울특별시,4419,수,19.373
2021,1,양재2동 작은도서관,서울특별시,4419,목,9.972
2021,1,양재2동 작은도서관,서울특별시,4419,금,38.177
2021,1,양재2동 작은도서관,서울특별시,4419,토,0
2021,1,서초구립내곡도서관,서울특별시,4422,일,23.598
2021,1,서초구립내곡도서관,서울특별시,4422,월,0
2021,1,서초구립내곡도서관,서울특별시,4422,화,11.679
2021,1,서초구립내곡도서관,서울특별시,4422,수,14.149
2021,1,서초구립내곡도서관,서울특별시,4422,목,14.637
2021,1,서초구립내곡도서관,서울특별시,4422,금,13.498
2021,1,서초구립내곡도서관,서울특별시,4422,토,22.439
2021,1,서초그림책도서관,서울특별시,4423,일,24.559
2021,1,서초그림책도서관,서울특별시,4423,월,0
2021,1,서초그림책도서관,서울특별시,4423,화,8.231
2021,1,서초그림책도서관,서울특별시,4423,수,16.079
2021,1,서초그림책도서관,서울특별시,4423,목,13.452
2021,1,서초그림책도서관,서울특별시,4423,금,11.49
2021,1,서초그림책도서관,서울특별시,4423,토,26.189
2021,1,서초구립양재도서관,서울특별시,4424,일,24.148
2021,1,서초구립양재도서관,서울특별시,4424,월,12.442
2021,1,서초구립양재도서관,서울특별시,4424,화,8.704
2021,1,서초구립양재도서관,서울특별시,4424,수,12.259
2021,1,서초구립양재도서관,서울특별시,4424,목,15.132
2021,1,서초구립양재도서관,서울특별시,4424,금,0.188
2021,1,서초구립양재도서관,서울특별시,4424,토,27.128
2021,1,서초청소년도서관,서울특별시,4425,일,19.833
2021,1,서초청소년도서관,서울특별시,4425,월,12.209
2021,1,서초청소년도서관,서울특별시,4425,화,0.014
2021,1,서초청소년도서관,서울특별시,4425,수,19.409
2021,1,서초청소년도서관,서울특별시,4425,목,15.877
2021,1,서초청소년도서관,서울특별시,4425,금,14.495
2021,1,서초청소년도서관,서울특별시,4425,토,18.163
2021,1,강남구립도곡정보문화도서관,서울특별시,4500,일,19.534
2021,1,강남구립도곡정보문화도서관,서울특별시,4500,월,0.02
2021,1,강남구립도곡정보문화도서관,서울특별시,4500,화,19.141
2021,1,강남구립도곡정보문화도서관,서울특별시,4500,수,19.208
2021,1,강남구립도곡정보문화도서관,서울특별시,4500,목,10.985
2021,1,강남구립도곡정보문화도서관,서울특별시,4500,금,13.455
2021,1,강남구립도곡정보문화도서관,서울특별시,4500,토,17.656
2021,1,강남구립논현도서관,서울특별시,4502,일,15.223
2021,1,강남구립논현도서관,서울특별시,4502,월,18.591
2021,1,강남구립논현도서관,서울특별시,4502,화,0
2021,1,강남구립논현도서관,서울특별시,4502,수,23.093
2021,1,강남구립논현도서관,서울특별시,4502,목,14.639
2021,1,강남구립논현도서관,서울특별시,4502,금,15.052
2021,1,강남구립논현도서관,서울특별시,4502,토,13.402
2021,1,대치1동작은도서관,서울특별시,4503,일,14.548
